imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.013496696949005127, -0.015863239765167236, -0.002453033029294821, -3.8996579091476656e-12, -0.00010030575767220987, 3.887770751796118e-08, 1.1145084185801097e-06, 0.0, 1731538630.5082355, 
0.0033319592475891113, -0.01920485496520996, -0.0011390748882602613, -1.0266455568417783e-10, -0.00017820820988934382, 5.760932997863901e-07, -1.079774252630597e-06, -1.7392335898352436e-13, 1731538630.7685683, 
1.2452245950698853, -0.5643718242645264, 0.31250755306860506, 1.5174307630846666e-06, 0.026068267398522034, 5.8209881763262034e-05, 0.00034225748160746013, -3.145139559864798e-11, 1731538630.8083544, 
0.8525975942611694, -0.5360473394393921, 0.45452132542337625, -0.0009253410355964936, 0.05641073771761837, -0.016403577045294448, 0.0008692975377881601, -3.829581723686857e-06, 1731538630.8595283, 
0.44978129863739014, -0.5722142457962036, 0.4520215004080219, -0.010745095215762702, 0.08912428616532463, -0.12053027628656962, 0.004239561600712446, -9.949059216148796e-05, 1731538630.9082642, 
0.29913145303726196, -0.1244388222694397, 0.4081273769001048, -0.028196788677951005, 0.11288603696327831, -0.24931179961747288, 0.009809901478472542, -0.0004956101156197346, 1731538630.9588451, 
0.29415202140808105, -0.39555472135543823, 0.3803927509797052, -0.11549127817857069, 0.18740138652102858, -0.608065938361272, 0.029328074572553972, -0.0024237584029782396, 1731538631.259645, 
0.08645927906036377, 0.2012377381324768, 0.2928727096192253, -0.14118214704044202, 0.15774900822919832, -0.8598703081907955, 0.03592194326124239, -0.005824909793361064, 1731538631.3587463, 
-1.6730494499206543, -1.0318267345428467, -0.23495199250859689, -0.31661031969564013, 0.3194595679999709, -0.920194249770026, 0.09927913196974658, -0.01623624454870214, 1731538631.5685246, 
0.3283936381340027, -0.5408564209938049, -0.07413147285256286, -0.3745030697289911, 0.3213094134420377, -1.0244741942838562, 0.13509237359981535, -0.03140798220949904, 1731538631.6585124, 
0.13895297050476074, -0.2601644992828369, -0.018866728241629042, -0.34722810880423394, 0.2651148029747931, -1.0724044898601581, 0.15836334712944306, -0.04700011186542559, 1731538631.7587285, 
0.46623969078063965, -0.21665352582931519, 0.11300680919529035, -0.32846359585654733, 0.22570652590149823, -1.0905904002189786, 0.17736035662147723, -0.06339615291702605, 1731538631.8691072, 
0.20668095350265503, -0.3302757143974304, 0.13857774704443387, -0.3453884936218728, 0.205865173132028, -1.119933750098671, 0.1978887511726512, -0.08294522874503155, 1731538631.9686017, 
0.006562352180480957, -0.7315294146537781, 0.11069691824413291, -0.44007863080883103, 0.23057469370260977, -1.1126426196030854, 0.229386945863696, -0.11337736423450999, 1731538632.0585108, 
0.7980440855026245, 0.09471726417541504, 0.2885801648174187, -0.3192242719417367, 0.1553061155717475, -1.0343488433909982, 0.23939408443942833, -0.13285324399912435, 1731538632.1082757, 
-0.9129444360733032, -0.34692054986953735, -0.045895890488884816, -0.3098831674059305, 0.13682090046627285, -0.966911346150378, 0.2616992788685905, -0.161716731983257, 1731538632.2684863, 
1.2874784469604492, -0.526300311088562, 0.33108080102368426, -0.38109144373234344, 0.1287938404177809, -0.9866233852350178, 0.2748394936179804, -0.1946948819947673, 1731538632.3685203, 
-0.03649336099624634, -0.33529675006866455, 0.2269580353702255, -0.34730499186488156, 0.10855578596429082, -0.8602167682452548, 0.2922676357084814, -0.23156657353378432, 1731538632.4595597, 
