imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.0072823166847229, 0.00026988983154296875, 0.005696786074736745, 1.9358088594900672e-12, 6.180067340786227e-05, 3.132342663508573e-08, -1.1124121213415213e-05, 0.0, 1731537817.6065505, 
-0.008818447589874268, 0.0037341713905334473, -0.00476837826622264, 1.6533113237849136e-11, 7.801538601442437e-05, 2.1192118737696566e-07, -1.1344205921703122e-05, 1.162772697369552e-14, 1731537817.6469676, 
0.025439083576202393, 0.003636181354522705, 0.01685732754367429, 2.4844894483615565e-11, 7.861349047228159e-05, 3.1603856201214766e-07, -1.440750305608452e-05, 1.2047000638576556e-13, 1731537817.696543, 
0.004072010517120361, -0.0036659836769104004, 0.007759062231993774, 0.0004267192816193111, 0.00723495061308358, 0.05898009528171642, 0.0002249954024783806, 7.646878822126405e-09, 1731537817.7957125, 
-0.011221468448638916, 0.0009291768074035645, -0.005799025336598223, 0.003908701636240289, 0.0102365069078569, 0.3817539510100517, 0.0010540752440069128, 4.5863843210654596e-06, 1731537817.8462584, 
0.2811458706855774, 0.054149091243743896, 0.19963581945401185, 0.023727566811645603, 0.029000787637867433, 0.8157703765033306, 0.0025903442737489828, 4.138169903933325e-05, 1731537817.9059024, 
0.23790228366851807, -0.15527212619781494, 0.22625195155225947, -0.0379621139095274, -0.035213241746213444, 1.0628833969467228, 0.002320440294899641, 8.526091338446703e-05, 1731537817.9567692, 
0.23691034317016602, 0.005576729774475098, 0.23419111082106034, 0.02175416341583481, 0.019524468131509147, 1.0724345408516422, -0.0002594960519488544, -0.0003804495683124913, 1731537818.0072174, 
0.3771822452545166, 0.13654780387878418, 0.3369059134217501, 0.08977152233118244, 0.08140206195529746, 1.0241424811898803, 0.002574144001347276, 0.0003922484834199008, 1731537818.1957262, 
-0.013291597366333008, 0.1643783450126648, 0.08631567868685885, 0.11723976965231386, 0.09972077702252645, 1.0411343087616234, 0.010697518908534941, 0.003629889604261297, 1731537818.3055336, 
0.15611153841018677, 0.07858401536941528, 0.13592558906928714, 0.08974202016710263, 0.07407236926953291, 1.0094126257055123, 0.02003459975812659, 0.008542002058703636, 1731537818.4065483, 
0.5100778937339783, 0.4482959508895874, 0.4048727961418682, 0.2569069540459773, 0.18188724850541904, 1.0894542375926655, 0.029637455591060076, 0.01487010776483263, 1731537818.4975357, 
0.42354249954223633, 0.15943801403045654, 0.41696476186191683, 0.17461157397063065, 0.10082461429913596, 1.2022250658323606, 0.045355987137389864, 0.027988116005138636, 1731537818.5665886, 
-0.45944851636886597, -0.44101011753082275, -0.21286299203822684, -0.15846913314283614, -0.06816017967422275, 1.3863869586142663, 0.0506725438511631, 0.033807114735795646, 1731537818.705562, 
-0.3940165042877197, 0.33523958921432495, -0.3398610023128258, 0.1339006088883341, 0.06453308685701493, 1.0224972683587112, 0.04776913531480744, 0.029560726926336746, 1731537818.8065653, 
0.42621225118637085, 0.3051195740699768, 0.20909145023582432, 0.20540725334675544, 0.07718449286226126, 1.063965220764159, 0.054890049412448655, 0.04212505818364436, 1731537818.8955421, 
-0.4445123076438904, -0.3978034257888794, -0.26121129602865784, -0.08983066109447209, -0.02087499041042122, 1.258684583240654, 0.06008264175283794, 0.05441173420640102, 1731537818.9955316, 
0.01268458366394043, -0.15263473987579346, -0.06450241684186614, -0.02284561383009373, -0.0029896453127741126, 1.2919185249114447, 0.05846266071304695, 0.04901801892346102, 1731537819.1055393, 
0.4901618957519531, -0.2691512107849121, 0.3318215762699254, -0.06794092214827441, -0.0036931464350424804, 0.9769809882399825, 0.057966289450361995, 0.046208461961894265, 1731537819.206534, 
0.10053718090057373, -0.28476136922836304, 0.16615379608979305, -0.055785956043929524, 0.0025542042423382246, 0.946535708711806, 0.05757578794254229, 0.038945166381450236, 1731537819.24678, 
-0.14535218477249146, 0.15300220251083374, -0.05501779983634986, 0.12532959742320568, -0.01785851358746534, 0.9742887302198309, 0.05773967527350893, 0.03695990837815645, 1731537819.3959346, 
