e, e_dot, e_int, stamp, 
-0.05517941480466604, 0.0121183947625673, -0.01218728582417003, 1731538639970770264, 
-0.05406659263795088, 0.014954345967810312, -0.010596021154247792, 1731538640058641913, 
-0.05441759532719992, 0.002539398258220397, -0.010256315232510783, 1731538640158771415, 
-0.05253929615606712, 0.005090988272945888, -0.010270903492003358, 1731538640249997296, 
-0.04869813846619042, 0.019064856203364993, -0.010679776038457003, 1731538640364606897, 
-0.04628821550350093, 0.02083693550855396, -0.010315011356571915, 1731538640459757660, 
-0.04381629578733648, 0.016272808929513143, -0.009005383591043196, 1731538640559244037, 
-0.04126966249207609, 0.016728510038082806, -0.008339571900662453, 1731538640650196275, 
-0.03722306879563142, 0.02197742330568353, -0.00838146804834262, 1731538640764824972, 
-0.03438295153180704, 0.02295570320089683, -0.007879482276522262, 1731538640859616464, 
-0.030634913643425854, 0.021960517174018552, -0.0066388983904924126, 1731538640959626549, 
-0.030566032669545606, 0.012723062874204771, -0.006047386532390695, 1731538641049419977, 
-0.028801971017028194, 0.006109808754658867, -0.006180193273098118, 1731538641165626314, 
-0.02831801070936457, 0.007493406533936782, -0.006144253612704265, 1731538641259633213, 
-0.02754650543571202, 0.00418488527105391, -0.00405713091477061, 1731538641309383226, 
-0.029362877116215103, -0.003482888022835103, -0.005409547224390571, 1731538641450049006, 
-0.028817597418097307, -0.004236973274617621, -0.006009883758456004, 1731538641519698010, 
-0.028473722372084787, 0.0029638491471010533, -0.004602958606943896, 1731538641609405117, 
-0.025377824683962658, 0.011465909113782166, -0.005228762433273797, 1731538641709445798, 
-0.028002056585291868, 0.0015722192893097287, -0.00654977881814492, 1731538641849459746, 
-0.02572255780939159, -0.0011491104180964367, -0.005537728091290976, 1731538641919466936, 
-0.025402042998933894, 0.008666711954526582, -0.0055472380662898516, 1731538642059777163, 
-0.019560609091458403, 0.020539829059777286, -0.005686761535330984, 1731538642160822725, 
-0.019138004779662765, 0.02088012739757043, -0.00406484332932491, 1731538642250017491, 
-0.016425947552300535, 0.010448871797192893, -0.003783579377460329, 1731538642366733445, 
-0.010535909453491143, 0.02867365108723874, -0.003221625468933149, 1731538642459668367, 
-0.013921965290990101, 0.008346607537701445, -0.0026464829311728917, 1731538642560928810, 
-0.0010193297438485516, 0.031721932365475304, -0.0016130608035879982, 1731538642649610023, 
