e, e_dot, e_int, stamp, 
3.0509809868163167, 3.9393924833319716e-05, 0.2074664392248207, 9112000000, 
3.0509960782001277, 5.030461270353707e-05, 0.31120057376231386, 9214000000, 
3.051323099845804, 0.001140376764957966, 0.6224244112106327, 9316000000, 
3.0515984432158585, 0.0020078833857691456, 0.6224663982458016, 9418000000, 
3.0525262747956345, 0.004010583166101552, 0.6225704516142961, 9520000000, 
3.057743339162237, 0.020482986487927828, 0.6230070278878135, 9622000000, 
3.066894535760587, 0.047894203216508245, 0.6240471621808551, 9724000000, 
3.076583741412943, 0.06280134083568682, 0.625683069910832, 9826000000, 
3.084577130406401, 0.058941982152713734, 0.6275077677154353, 9928000000, 
3.0888133780783784, 0.04076545555145176, 0.628998248993045, 10030000000, 
3.0884699167146317, 0.012975954360768446, 0.5248387574279666, 10098000000, 
3.0827884065309696, -0.020083238491362582, 0.5247373964083588, 10200000000, 
3.071380034310486, -0.05696627468048554, 0.6284994083138139, 10302000000, 
3.054122933014887, -0.09555157838694169, 0.6261638134222313, 10404000000, 
3.0314129249710695, -0.13322369779805499, 0.622670280676158, 10506000000, 
3.0039622384132496, -0.16720231533879173, 0.618085870555146, 10608000000, 
2.9726457609621826, -0.19589054669628977, 0.612545422855562, 10710000000, 
2.9381285738462646, -0.21944554855661677, 0.6062020869790752, 10812000000, 
2.900898194668268, -0.23915855431304886, 0.5991937320044166, 10914000000, 
2.8612771944943325, -0.2561712645064403, 0.5916206694846028, 11016000000, 
2.819480303999215, -0.27139296889684267, 0.5835525871350034, 11118000000, 
2.775652182612763, -0.2854167062718978, 0.5750358583152291, 11220000000, 
2.7295722672890586, -0.2996934557005219, 0.5660799232652706, 11322000000, 
2.6813365576048325, -0.3143854166931022, 0.5566861485104524, 11424000000, 
2.631421739442924, -0.32716842615378255, 0.5468784783749033, 11526000000, 
2.580815182140989, -0.33507125154614553, 0.5367629965848346, 11628000000, 
2.529856112880598, -0.3385520885410864, 0.4387186052863222, 11696000000, 
2.4791524707603445, -0.3388757046021477, 0.4300900133943094, 11798000000, 
2.4289301983523277, -0.33641971509423385, 0.5057798371755423, 11900000000, 
2.3786356951159764, -0.33505591881456037, 0.495496848767548, 12002000000, 
2.3255693380324134, -0.34453620106638105, 0.48505319574204875, 12104000000, 
2.265994989206298, -0.37546901969892854, 0.47397360152011864, 12206000000, 
2.2025727109393225, -0.4099887569769696, 0.4620013185961062, 12308000000, 
2.1406699103894766, -0.41775026272273735, 0.4494281575163865, 12410000000, 
2.0797387520042845, -0.40944652978346, 0.4367627333866496, 12512000000, 
2.013129634321034, -0.4251342535614751, 0.423880604176606, 12614000000, 
1.938273891441243, -0.4715495352101384, 0.41011767488812617, 12716000000, 
1.8597164846206051, -0.5113771656680965, 0.395156160706036, 12818000000, 
1.792424506527458, -0.4861646163792832, 0.38014821201607274, 12920000000, 
1.7630644718496518, -0.3221733759031779, 0.36823397148384457, 13022000000, 
1.7543537711599713, -0.12690245122495578, 0.36106930696852146, 13124000000, 
1.7777301595182105, 0.0488856255618623, 0.3600700913718926, 13226000000, 
1.806762002731787, 0.17469410523938578, 0.30253460289323153, 13294000000, 
1.838441724292547, 0.20237188258112196, 0.3072995869040775, 13396000000, 
1.866773987830592, 0.20003995032935004, 0.37481448461013495, 13498000000, 
1.8842968160036495, 0.1528503057036749, 0.3800868519126216, 13600000000, 
1.880494606799549, 0.04573539656318978, 0.3829464479230977, 13702000000, 
1.8498988306826634, -0.11465995106995382, 0.38179893723703856, 13804000000, 
1.7943651516164072, -0.2870981839438058, 0.3756835840587061, 13906000000, 
1.7269189278068873, -0.4099330095859203, 0.36524043788720506, 14008000000, 
1.6550931360940355, -0.4642400517412389, 0.3519936506551784, 14110000000, 
1.5808555050645563, -0.48687807580776993, 0.33747499468965253, 14212000000, 
