imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
0.11387158673286799, -0.46128471696487927, 0.10394694325772365, -0.1459597147841619, 0.2968222024524113, -1.1672147785350515, 0.4433862105636121, -0.15032299376583627, builtin_interfaces.msg.Time(sec=10, nanosec=506000000), 
0.14078262220663693, -0.41285468038531203, 0.10371363832100308, -0.1855652892308678, 0.25009407132090344, -1.0227039084004166, 0.47249413214573766, -0.19101610257492335, builtin_interfaces.msg.Time(sec=10, nanosec=608000000), 
0.08809823889783978, -0.39690790383104385, 0.08630785092213875, -0.1965046650839154, 0.20642832615289716, -0.8986797990481261, 0.49695614510238084, -0.23461587957168198, builtin_interfaces.msg.Time(sec=10, nanosec=710000000), 
0.04526593774611914, -0.37669240393735254, 0.0645759113092311, -0.18931188595976278, 0.16577448437322653, -0.8074836170282002, 0.5171339757219027, -0.2804335396808535, builtin_interfaces.msg.Time(sec=10, nanosec=812000000), 
0.037512852685729875, -0.4201396079935631, 0.04760438027171116, -0.1865726902236044, 0.127237160173647, -0.7721814976774253, 0.533332594540397, -0.32796281223210927, builtin_interfaces.msg.Time(sec=10, nanosec=914000000), 
-0.18473957939092778, -0.4927343936873493, 0.009690302432599955, -0.05682174714515412, 0.085725655367374, -0.8430664879363596, 0.5456544137958841, -0.37679925869209635, builtin_interfaces.msg.Time(sec=11, nanosec=16000000), 
-0.09327713129986118, -0.5221181216607473, -0.0002457839305186936, 0.0031644802107091154, 0.03898530042115254, -0.9793965584255009, 0.5539240932173063, -0.4265328103366193, builtin_interfaces.msg.Time(sec=11, nanosec=118000000), 
-0.04408138427650716, -0.5639065614996591, 0.0009074151903108198, 0.03047579310024456, -0.014878916215946064, -1.1586681078971133, 0.5575672186769755, -0.4766356831092179, builtin_interfaces.msg.Time(sec=11, nanosec=220000000), 
-0.11437014811760988, -0.480337888587486, 0.015634921262956313, 0.10262557557857976, -0.07516552606537097, -1.2649471209185985, 0.5559567099254538, -0.5269433542794801, builtin_interfaces.msg.Time(sec=11, nanosec=322000000), 
-0.3235926190226899, -0.44601288536074946, 0.08519275295248646, 0.30966298478168724, -0.1302158329294578, -1.0891627389710425, 0.5486572877345866, -0.5770297729277448, builtin_interfaces.msg.Time(sec=11, nanosec=424000000), 
-0.06406746000247, -0.41432625440807075, 0.16022142919183335, 0.4027083226430378, -0.1783496722728487, -1.1133943044426227, 0.535279549948955, -0.6260770747602329, builtin_interfaces.msg.Time(sec=11, nanosec=526000000), 
-0.09165604600504008, -0.2995855844414232, 0.28636981827925123, 0.544697680328805, -0.22017450488197693, -0.9999272246553452, 0.5168341102543811, -0.6734151236728696, builtin_interfaces.msg.Time(sec=11, nanosec=628000000), 
-0.03636126035004719, -0.2767135308909722, 0.4632738049764892, 0.7085131214155783, -0.25243634227158296, -0.9066400038465208, 0.49347742906424036, -0.7187131490271907, builtin_interfaces.msg.Time(sec=11, nanosec=696000000), 
0.304303214311981, -0.08961604463280688, 0.6039441029068423, 0.7741665564153097, -0.2771937036715638, -0.7701330304530365, 0.46597937656986055, -0.7616788060018428, builtin_interfaces.msg.Time(sec=11, nanosec=798000000), 
0.11110464365278307, -0.040023879343217834, 0.8809878805500604, 0.9835780270611926, -0.291970043565547, -0.6001766976602203, 0.43497566573294927, -0.8024075550955911, builtin_interfaces.msg.Time(sec=11, nanosec=900000000), 
0.006585087648506407, -0.04048996415506323, 1.3361582634968538, 1.342297166748172, -0.29410116124437957, -0.46357214410550496, 0.400669967594743, -0.8416701311885261, builtin_interfaces.msg.Time(sec=12, nanosec=2000000), 
-0.004418012686844301, -0.011473660341518248, 2.0377075941074447, 1.8555855251054716, -0.3129215888908497, -0.5130746027720043, 0.36153520033093045, -0.8818052284588925, builtin_interfaces.msg.Time(sec=12, nanosec=104000000), 
0.07657720586613517, 0.006062400055933115, 3.12102920007452, 2.5321042896203085, -0.34864217571046124, -0.6183614953373533, 0.31448557844964437, -0.9256186362909359, builtin_interfaces.msg.Time(sec=12, nanosec=206000000), 
0.08896292175762169, 0.031440386373075384, 4.903387692583365, 3.4207192168894127, -0.30980768348167115, -0.8125706877331216, 0.2601881450998787, -0.9707141775156148, builtin_interfaces.msg.Time(sec=12, nanosec=308000000), 
0.0754939320774702, 0.3693737906167141, 7.888399205980953, 4.565685355382148, -0.16771690275418752, -0.8714266453858401, 0.20227196928087818, -1.013113554315495, builtin_interfaces.msg.Time(sec=12, nanosec=410000000), 
-0.027711478493720812, 0.357969974454004, 12.693066268148788, 6.406733715351149, 0.0463800266281057, -0.33057382923097045, 0.13996128127480728, -1.053390957162437, builtin_interfaces.msg.Time(sec=12, nanosec=512000000), 
-0.02968252919268884, 0.3977655058816301, 19.671288007310014, 10.251189320549283, 0.3073130614045364, 0.46356084335820713, 0.06554893796196555, -1.0961758837371418, builtin_interfaces.msg.Time(sec=12, nanosec=614000000), 
5.741140078912612, 0.4768502193265696, 24.052755701615204, 18.66643229880184, 0.5561968489323844, 2.681108283821771, -0.02512715850535298, -1.14382482356376, builtin_interfaces.msg.Time(sec=12, nanosec=716000000), 
5.32283354985162, 0.5253229221618477, 9.090748107660977, 37.29066960806942, 0.25727168654561505, 9.5890139931593, -0.13039591923069827, -1.1939132569859776, builtin_interfaces.msg.Time(sec=12, nanosec=818000000), 
-0.034739432979747444, 0.47151653154067197, -20.28753696068785, 10.214629556684544, -0.9593881353014759, 17.188670138857, -0.2052393728762587, -1.2438712142002903, builtin_interfaces.msg.Time(sec=12, nanosec=920000000), 
0.07434004343854832, 0.4350999201916047, -13.830000595540344, -11.880770240446887, -0.5212072305813058, 3.277363832811858, -0.2221291929689666, -1.2699982673827304, builtin_interfaces.msg.Time(sec=13, nanosec=22000000), 
0.11325019514118873, 0.41361125881148203, -8.50644540295033, -9.025417086109098, -0.2626299881910246, -2.95576827016924, -0.20070120579333917, -1.2842285331796994, builtin_interfaces.msg.Time(sec=13, nanosec=124000000), 
-0.007605371299649145, 0.25497676936910246, -4.920346824652632, -2.9401555702409525, -0.04807827693401069, -2.5007531737918134, -0.17336810540231512, -1.2671717454075195, builtin_interfaces.msg.Time(sec=13, nanosec=226000000), 
-1.3412869561900411, -1.5082381452253577, -2.9495677661504924, -1.1120065045325218, 0.22189015118686287, -1.065255671651324, -0.14112073958449434, -1.2459029295771042, builtin_interfaces.msg.Time(sec=13, nanosec=294000000), 
0.033961037967404795, -2.1422107840471365, -1.212672428621008, -0.25009062576718283, 0.4406091998348292, -1.9588833212836612, -0.09457222819923893, -1.2265382545255858, builtin_interfaces.msg.Time(sec=13, nanosec=396000000), 
0.0026142560410993393, -2.5401821558570923, -0.46644660839129, 0.03354252783689732, 0.5803463198076844, -3.314665953294338, -0.03727364333980812, -1.215130334556598, builtin_interfaces.msg.Time(sec=13, nanosec=498000000), 
-0.009923351411075565, -2.2517835148614314, -0.18628349518442344, 0.08738630994321035, 0.6122588174785626, -3.946148625721094, 0.028562233993007616, -1.219867326580321, builtin_interfaces.msg.Time(sec=13, nanosec=600000000), 
-0.05536282833779736, -2.1128062774403653, -0.10243306557280207, 0.11384353557197466, 0.4921133671157056, -4.039259749956834, 0.09419606955095136, -1.2499116480109604, builtin_interfaces.msg.Time(sec=13, nanosec=702000000), 
-0.07175767143586742, -1.4039045121609726, -0.055583216826638616, 0.15615849518273323, 0.26458639025927694, -3.7686767602737983, 0.1469792703049971, -1.3065808223623914, builtin_interfaces.msg.Time(sec=13, nanosec=804000000), 
0.3038686276347861, -1.749069339294774, -0.000661093691841283, -0.01840351935790073, -0.027941968519042952, -3.790256710107371, 0.17327021222078162, -1.380900119226523, builtin_interfaces.msg.Time(sec=13, nanosec=906000000), 
-0.04806383482358133, -1.8507716130587193, 0.0031510029501972342, 0.007165481163410762, -0.28688057206889606, -3.775824427342359, 0.1698250611977867, -1.4549097198122052, builtin_interfaces.msg.Time(sec=14, nanosec=8000000), 
-0.7628182228899957, -0.8143499006497525, 0.33643395905885193, 0.3456580577377994, -0.49503059785459497, -3.317336602393228, 0.14179360653329337, -1.521318234189662, builtin_interfaces.msg.Time(sec=14, nanosec=110000000), 
-1.2205431344768525, -0.5373721878215217, 1.3197722791779216, 0.7147911396335991, -0.6383259972646452, -2.6660155356594535, 0.09016111213723339, -1.5781416082033912, builtin_interfaces.msg.Time(sec=14, nanosec=212000000), 
-4.318590446699801, -0.09177914576770807, 4.8731734809592915, 1.3944580609601276, -0.6338574710569325, -1.5875278322769786, 0.01782699093672358, -1.6237208820792444, builtin_interfaces.msg.Time(sec=14, nanosec=314000000), 
-5.780220067116597, 0.35663638784933627, 11.605734678591515, 1.7801939109823346, -0.39549133327764086, -0.8745098215655759, -0.07250713025516127, -1.6581095655570781, builtin_interfaces.msg.Time(sec=14, nanosec=416000000), 
-0.17614842061847638, 0.43386392074460234, 18.996636160495964, 1.7019393932670148, 0.016714909823047037, -0.3454233771162585, -0.17367160759895695, -1.6830634200300871, builtin_interfaces.msg.Time(sec=14, nanosec=518000000), 
-0.14313066239851907, 0.33351674327983505, 30.798740371991773, 2.477472248382279, 0.5746931450146495, 0.14807853106742008, -0.28353988127208835, -1.7026378618671671, builtin_interfaces.msg.Time(sec=14, nanosec=620000000), 
-0.22536156415741115, 0.33319995823740595, 49.42280194504539, 7.526602363800627, 1.372147210686443, 1.1273186117706193, -0.41585787044905087, -1.7198233884240142, builtin_interfaces.msg.Time(sec=14, nanosec=722000000), 
-0.2294770742816815, 0.3342826204099202, 69.46838695807142, 39.41913460932457, 2.283064010210033, 5.8678902923108165, -0.5904228424779966, -1.7271753362194393, builtin_interfaces.msg.Time(sec=14, nanosec=824000000), 
-0.23791533678364343, 0.37524625168447007, -23.111212236995197, 99.50502461941488, -0.9296499334999295, 26.712141899605818, -0.8194102781983544, -1.6884015996016455, builtin_interfaces.msg.Time(sec=14, nanosec=892000000), 
-0.26557653829693195, 0.3856808247868811, -46.36224866201116, -73.65331225124083, -2.6048917969634195, 3.534249190968538, -0.976952212768251, -1.6947164716321796, builtin_interfaces.msg.Time(sec=14, nanosec=994000000), 
-0.2699338647957043, 0.35137024813116224, -22.587034642895986, -72.49015277468148, -1.3922528557629865, -12.7502546333894, -1.1019632981372498, -1.9702798661987826, builtin_interfaces.msg.Time(sec=15, nanosec=96000000), 
-0.20616499932237634, 0.29511975298694126, -29.020908688220686, 0.1148517477121295, -3.5474732742963124, -12.15971255520662, -1.1114249308483894, -2.1009252994747163, builtin_interfaces.msg.Time(sec=15, nanosec=198000000), 
-0.4295729677809822, -1.1209373511873333, -8.622514654563666, 21.37826281360027, -0.759129539342047, -4.38257113700184, -1.2768370532005808, -2.034823199575864, builtin_interfaces.msg.Time(sec=15, nanosec=300000000), 
-0.28600621989741276, -1.3667116096988907, -0.09310443364869947, 23.95803484713363, -0.005207301110231346, 4.3862339873622425, -1.2581930605755685, -1.9351297231693645, builtin_interfaces.msg.Time(sec=15, nanosec=402000000), 
-0.0514484114003009, -1.3823331128810032, -9.06932679118355, 15.092714935973264, -0.5054930781307057, 10.903501360724434, -1.2319055129123182, -1.9272172796780058, builtin_interfaces.msg.Time(sec=15, nanosec=504000000), 
-0.07479458423363963, -0.9888786357023192, -6.750171084998662, 0.432901210651736, -0.5669008053413281, 5.8633120601080595, -1.239110089077723, -1.9323628467359193, builtin_interfaces.msg.Time(sec=15, nanosec=606000000), 
-0.11648745730061705, -0.8689605115372989, -2.974550175477058, -1.1723362562629183, -0.13380683114312675, 1.4503367890487775, -1.2493107705360473, -1.9462178697503352, builtin_interfaces.msg.Time(sec=15, nanosec=708000000), 
0.15084536306821725, -1.0061271334648327, -1.2521971476692042, -0.5810019324293251, 0.15340488018223375, -0.5224305377598346, -1.232750287195373, -1.946705249027876, builtin_interfaces.msg.Time(sec=15, nanosec=810000000), 
0.2852809856099614, -1.1281025776305351, -0.3831204818765765, -0.137476730373079, 0.3774259639103743, -1.2286903072222715, -1.1992698992451973, -1.9333039638156422, builtin_interfaces.msg.Time(sec=15, nanosec=912000000), 
0.31526473896192897, -1.8848389908463778, 0.03531964317185584, 0.005506119780065604, 0.5247105972143765, -2.3900175063354645, -1.15255134512587, -1.9176211639502787, builtin_interfaces.msg.Time(sec=16, nanosec=14000000), 
0.52058292855441, -2.850250726686426, 0.3316226095494064, -0.05571652820371879, 0.5882856899724239, -3.83975054154571, -1.096774952736595, -1.9107990672506774, builtin_interfaces.msg.Time(sec=16, nanosec=116000000), 
0.4161208733954685, -0.7688619149318405, 0.36054098866980566, -0.20784053089680266, 0.5412567110009237, -3.32667840194548, -1.0384344031960138, -1.9198661326855826, builtin_interfaces.msg.Time(sec=16, nanosec=218000000), 
0.4941399906233121, -0.8488881155171767, 0.37317827754874633, -0.4071631000603956, 0.4315924304730743, -2.8031019828768775, -0.9858941011349753, -1.9496822670988962, builtin_interfaces.msg.Time(sec=16, nanosec=320000000), 
0.5153812167100584, -0.30432299812346897, 0.3480292032025524, -0.6278062602788288, 0.3121137268796865, -1.8991382177881513, -0.9445933582441195, -1.9937004763644, builtin_interfaces.msg.Time(sec=16, nanosec=422000000), 
0.4313085020369479, 0.02043307382054087, 0.2975430644762696, -0.7909259841907488, 0.22599256789984423, -1.0007666306872747, -0.9152070007243852, -2.0455228684025304, builtin_interfaces.msg.Time(sec=16, nanosec=490000000), 
0.39682219221266163, 0.20937278370860785, 0.2825788126990845, -0.9114373556957611, 0.1832456213426951, -0.1496884761999666, -0.8945624727403756, -2.099054599802132, builtin_interfaces.msg.Time(sec=16, nanosec=592000000), 
0.2063601363549955, -0.17903147957026105, 0.2802565094324319, -0.8691801507252165, 0.1763826701042383, 0.3977187463852421, -0.8784710185191064, -2.1500627302289255, builtin_interfaces.msg.Time(sec=16, nanosec=694000000), 
0.26548206294952575, 0.17161872589690882, 0.3148976833754911, -0.8222024093199339, 0.1860998890087562, 0.6887643775858681, -0.8633286789228585, -2.196277279006114, builtin_interfaces.msg.Time(sec=16, nanosec=796000000), 
0.1862275639679592, 0.20294727634928986, 0.3276828922942154, -0.6901076378400712, 0.19654331177102746, 0.8643321849349488, -0.8475803226866863, -2.2364289260778487, builtin_interfaces.msg.Time(sec=16, nanosec=898000000), 
0.20029175174470762, 0.20525299206330191, 0.3300667544341022, -0.5557597944695735, 0.18672440714480928, 0.9858920297628377, -0.8317970332116296, -2.2685327112879583, builtin_interfaces.msg.Time(sec=17, nanosec=0), 
0.2237708428393612, 0.08828879576512644, 0.32109774144954684, -0.4420680541520419, 0.1983084092201195, 0.8657133863901627, -0.8157912927794764, -2.295241051307907, builtin_interfaces.msg.Time(sec=17, nanosec=102000000), 
0.15084385270812395, 0.07199894246068565, 0.26830386009377927, -0.3192528031028608, 0.20083328874433928, 0.5760919324031266, -0.7986966641851737, -2.3188928223361773, builtin_interfaces.msg.Time(sec=17, nanosec=204000000), 
-0.16961593592158122, -0.0035130485792538198, 0.09060080336158567, -0.09942200843198655, 0.19810451200875415, 0.2646023630286349, -0.7806434795615991, -2.3406975874222637, builtin_interfaces.msg.Time(sec=17, nanosec=306000000), 
-0.19343489835310362, -0.1585060166334407, -0.029252089535678264, 0.031590357846685416, 0.1864211971119101, -0.05901755568563982, -0.7620926598241873, -2.3614696912758237, builtin_interfaces.msg.Time(sec=17, nanosec=408000000), 
-0.05908528623976244, -0.18590160666036842, -0.03993604415620167, 0.04697231084556428, 0.1725425274452495, -0.6905907905080769, -0.7440065435026091, -2.381864156262743, builtin_interfaces.msg.Time(sec=17, nanosec=510000000), 
-0.0817859373916475, -0.06438319743806498, -0.05249274484608917, 0.07253668001072364, 0.15323564851496413, -0.847074533360473, -0.726762939965396, -2.402364113527125, builtin_interfaces.msg.Time(sec=17, nanosec=612000000), 
-0.138392087497647, -0.12396329413668714, -0.07764009608907951, 0.12418819775608862, 0.1346723943932785, -0.5568664211279735, -0.7110734003150254, -2.423579234415433, builtin_interfaces.msg.Time(sec=17, nanosec=714000000), 
-0.17204998312185413, -0.10511168776041889, -0.1024311423578947, 0.1822127299174126, 0.11940513510869784, -0.402341173253873, -0.6972446037390466, -2.445399676939382, builtin_interfaces.msg.Time(sec=17, nanosec=816000000), 
-0.24059904580434716, -0.0654717360290546, -0.138300606319741, 0.2648523560254951, 0.10694764434904397, -0.24381238475694628, -0.6847894964431328, -2.4672121470173143, builtin_interfaces.msg.Time(sec=17, nanosec=918000000), 
-0.24492165549760905, -0.054462175728036515, -0.1663745840530341, 0.32866629122938906, 0.0978323419390008, -0.04505053843420137, -0.6733944942600619, -2.488609386565905, builtin_interfaces.msg.Time(sec=18, nanosec=20000000), 
-0.21469124119624183, -0.03312597863466542, -0.18077977188442873, 0.35541888278257755, 0.09154476804199463, 0.06339091458622224, -0.6628633955079596, -2.5091766370617576, builtin_interfaces.msg.Time(sec=18, nanosec=122000000), 
-0.7467039168554865, -0.1014106847402256, -0.3401369424708122, 0.664473891782286, 0.08348981976065055, 0.00029201189644968706, -0.6527084486177798, -2.5292010913308802, builtin_interfaces.msg.Time(sec=18, nanosec=190000000), 
-0.2938001557269133, -0.12661772948353803, -0.31421392523176367, 0.6445081659692078, 0.06880358002015827, -0.3259720195253115, -0.6432359373578485, -2.5481946004211005, builtin_interfaces.msg.Time(sec=18, nanosec=292000000), 
-0.2102706367232056, -0.1642061076057436, -0.2661745920881984, 0.6092534552353964, 0.058898899828550406, -0.47775040762565807, -0.6348094453169162, -2.565628673598432, builtin_interfaces.msg.Time(sec=18, nanosec=394000000), 
-0.17810613279890555, -0.12092354431598622, -0.22719648942433598, 0.5850516199033078, 0.05078672403493327, -0.37370363920375776, -0.6273771587424619, -2.582330000620671, builtin_interfaces.msg.Time(sec=18, nanosec=496000000), 
-0.16758437701307324, -0.07958184230693477, -0.1948000748838631, 0.5714051551914411, 0.03839392794914123, -0.44757169090563886, -0.621383715706741, -2.5977190377757515, builtin_interfaces.msg.Time(sec=18, nanosec=598000000), 
-0.10968846357047642, -0.06872214545776281, -0.159678564162256, 0.5432259768196297, 0.030467386942616952, -0.41318094532508987, -0.6165152116956791, -2.6117325669405997, builtin_interfaces.msg.Time(sec=18, nanosec=700000000), 
-0.07006644588626477, -0.05947906377679032, -0.13069881120348667, 0.5071280191259776, 0.029171266568982265, -0.2876536334954684, -0.612221494386806, -2.625804779053837, builtin_interfaces.msg.Time(sec=18, nanosec=802000000), 
-0.01322970874617668, -0.043332858308357744, -0.1042974573479855, 0.4472741770433147, 0.027044280988122556, -0.19575529633994065, -0.6084071802204868, -2.6401752982329554, builtin_interfaces.msg.Time(sec=18, nanosec=904000000), 
-0.21213829205682835, -0.12061678687384668, -0.11168897039594965, 0.5186446443444659, 0.024710781841386843, -0.15337962352262674, -0.6049694182681387, -2.6545963327143767, builtin_interfaces.msg.Time(sec=19, nanosec=6000000), 
0.11098547905054539, -0.060189688393175775, -0.06849719561668192, 0.39110219861135814, 0.020180251204228342, -0.5356576283529431, -0.6020263837493103, -2.6689113850005177, builtin_interfaces.msg.Time(sec=19, nanosec=108000000), 
-0.7138168100650231, 0.017797474842516585, -0.09366810048007582, 0.8025352494604377, 0.012765821569126604, -0.59490083355141, -0.599409246701233, -2.683527200543978, builtin_interfaces.msg.Time(sec=19, nanosec=210000000), 
